sentiment,text,user
neutral,"RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #576DaysOfTigrayGenocide, remain forgotten…",Deramba1
neutral,"RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remain forgotten…",Deramba1
negative,RT @bayraktar_1love: Technical MLRS vehicle in service with the Ukrainian military.  Such machines began to arrive recently.  \n\nIn the grou…,pwbusy99
neutral,"RT @IndiaNews_itv: रूस-यूक्रेन युद्ध को हुए 100 दिन, अब आगे क्या ? \n\n#RussianArmy #RussianUkrainianWar #UkraineWar #UkraineUnderAttaсk #Vla…",SIMRANJ34199407
neutral,"RT @ILhamilhm3: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remain forgotte…",hc_wss
neutral,"#US🇺🇲, #EU🇪🇺 et #UK🇬🇧 discutent des termes du cessez-le-feu en Ukraine!\n\n#Ukraine 🇺🇦 #UkraineWar\n#CNN 🇷🇺… https://t.co/vVz9zrJEgD",UA_22_Ukraine
negative,"If you thought this far into #RussiaInvadedUkraine that support for #Ukraine would slow or even halt, you were sadl… https://t.co/qcLlpPIduU",KrazyKaoticMess
neutral,"RT @demontvalon1: #UkraineWar A en croire les services de renseignements, dont les analyses concordent, Vladimir Poutine serait malade, et…",Wamadeus38
neutral,"RT @weyanit_helen: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #576DaysOfTigrayGenocide, remain forgo…",Tite56012815
positive,RT @SVPSingh: #UkraineWar #Tv9BharatvarshNo1 @iamansood @dmtripathi007 @IshlinKaur Have social media soldiers taken over https://t.co/rnzcr…,IshlinKaur
neutral,"The US, EU and UK are negotiating terms for a ceasefire in Ukraine, sources told CNN.\n\n Negotiations are ongoing, i… https://t.co/Lys35K9bvl",lord_of_war____
negative,"RT @OneVenusThrow: 100 Days Of War Take A Heavy Toll On #Ukraine As #Putin’s Forces Hammer #Donbas\n\Families have been torn apart and villa…""",Akire2Janse
neutral,"RT @M_Reichardt_AfD: Welch wahnsinnige Aussage! #Habeck legt das Schicksal 🇩🇪in die Hand ukrainischer Oligarchen, die für ihren \Endsieg\"" a…""",mariofischer59
neutral,"I've got an analogy for you... Putin is Palpatine, Lavrov is Vader, Boris Johnson, Farage, orban and trump etc.. Mo… https://t.co/kxTVPEY8Ev",Aravik9
neutral,RT @5thSu: 🇷🇺BMPT-72 Terminators given to Chechen forces in LPR.\n#UkraineWar \nhttps://t.co/3N0Qne6qVC,Ulciscory
neutral,"Ukrainian troops shelled the DPR 62 times a day, firing 463 pieces of ammunition, the representative office of the… https://t.co/837uOXYl91",lord_of_war____
neutral,"RT @weyanit_helen: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #576DaysOfTigrayGenocide, remain forgo…",NinaNina2121211
neutral,"RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remain forgotten…",Mebraht60251633
neutral,"RT @weyanit_helen: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #576DaysOfTigrayGenocide, remain forgo…",WelduYtbarek
neutral,"RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #576DaysOfTigrayGenocide, remain forgotten…",Mebraht60251633
neutral,"36/\n⚡️On the night of June 4, the Russian troops shelled the Nyzhnie Pishchane village of Sumy District, the #Sumy… https://t.co/T4QQ5BUUt4",yugan___
neutral,"As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remain… https://t.co/lDy9dgJc7X",Gheralta_rimey
neutral,"RT @Gerashchenko_en: Serhii Sosiura, Warrior in Territorial guards, neutralized the enemy's tank - he jumped on it and threw a grenade insi…",Mapkyc_Jn
neutral,🎶 Friedenspanzer 🎶 \n\n#DieÄrzte #UkraineWar https://t.co/Utn4mG8w7H,9zehn100_8und70
neutral,"RT @GiovaQuez: Salvini: \Se aspettiamo il Pd o qualcuno dei 5 Stelle per costruire la pace dovremmo attendere anni\"". Quindi è giusto che si…""",RobertoRenga
negative,"RT @anonukops: #Anonymous Releases a terabyte of data and emails from RKP Law, a #Russian law firm that works with major banking, media, oi…",ivanofarsky
neutral,"RT @ILhamilhm3: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remain forgotte…",Gheralta_rimey
positive,@Cero_On3 @DoomSec_ has a #TangoDown on rosreestr[.]gov[.]ru \n\nUnified Information Resource on Land &amp; Real Estate (… https://t.co/OUs0Stfi67,KrazyKaoticMess
neutral,RT @gahamalian: The Soyuz-2.1a rocket was launched from #Baikonur with the Progress MS-20 cargo spacecraft carrying a 3D printer and nanosa…,WiederZuruck
positive,RT @SaveUkraineNow2: Good morning! 😉 \nWe are from Ukraine! 🇺🇦✌️\nPROTECT US!🙏\n\n#ArmUkraineNow #MLRSForUkraine #SaveUkraineNow https://t.co/g…,MMw8pjm7py5
positive,Good morning! 😉 \nWe are from Ukraine! 🇺🇦✌️\nPROTECT US!🙏\n\n#ArmUkraineNow #MLRSForUkraine #SaveUkraineNow https://t.co/g4MGCnnLX1,SaveUkraineNow2
positive,RT @SaveUkraineNow2: A mural in support of Ukraine🇺🇦 has appeared in New York!🇺🇸\n\nThe mural can be found at the corner of 1st Avenue and 14…,UkrainiansInNYC
positive,RT @SaveUkraineNow2: A mural in support of Ukraine🇺🇦 has appeared in New York!🇺🇸\n\nThe mural can be found at the corner of 1st Avenue and 14…,martabagratuni
positive,100‼️ days ago #Russia launched its unprovoked and unjustified full-scale war on #Ukraine.\n\nThe infographic shows h… https://t.co/Nc0jWUMuxp,SaveUkraineNow2
positive,RT @SaveUkraineNow2: A mural in support of Ukraine🇺🇦 has appeared in New York!🇺🇸\n\nThe mural can be found at the corner of 1st Avenue and 14…,OzymandiasIrina
neutral,Ukrainian dream team!✊\n\nPresident of Ukraine Volodymyr Zelenskyy: “We have been defending Ukraine for 100 days. We… https://t.co/b51lpr0RFb,SaveUkraineNow2
neutral,RT @Vyshnevskyy: Ghost of Kyiv 🇺🇦 is the nickname given to a disputed MiG-29 Fulcrum flying ace that defends the skies from enemies.\nSellin…,Vyshnevskyy
positive,RT @SaveUkraineNow2: A mural in support of Ukraine🇺🇦 has appeared in New York!🇺🇸\n\nThe mural can be found at the corner of 1st Avenue and 14…,rebequewest
positive,RT @SaveUkraineNow2: A mural in support of Ukraine🇺🇦 has appeared in New York!🇺🇸\n\nThe mural can be found at the corner of 1st Avenue and 14…,CommodoreNelson
positive,RT @SaveUkraineNow2: A mural in support of Ukraine🇺🇦 has appeared in New York!🇺🇸\n\nThe mural can be found at the corner of 1st Avenue and 14…,valeravtv
positive,RT @SaveUkraineNow2: A mural in support of Ukraine🇺🇦 has appeared in New York!🇺🇸\n\nThe mural can be found at the corner of 1st Avenue and 14…,razomforukraine
positive,A mural in support of Ukraine🇺🇦 has appeared in New York!🇺🇸\n\nThe mural can be found at the corner of 1st Avenue and… https://t.co/6iiP33UbSG,SaveUkraineNow2
neutral,🙏🏻✌🏼☮️🕊👼❤️🇺🇦🇪🇺🌎 LATVIA FOR UKRAINE  - Resistance https://t.co/WNwqBcFZRt via @YouTube #StandWithUkriane… https://t.co/J3p6lASMS8,SanneLi6
neutral,THE WAR IS NOT OVER\nUKRAINE NEEDS SUPPORT\nUKRAINE NEEDS AMMUNITION\nPLEASE DON'T BE SILENT\n#SaveUkraine… https://t.co/lB7onHCsYB,mango__seed
neutral,#SaveUkraineNOW #ArmUkraineNow #SlavaUkraïni #Ukraine https://t.co/A9QEm062uh,PageFlipped
neutral,#SAVEUKRAINENOW #StopPutinNOW https://t.co/gvXZfpYJw0,JosMaria1966
neutral,🙏🏻✌🏼☮️🕊👼❤️🇺🇦🇪🇺🌎 For Ukraine https://t.co/RNPedqqIuj via @YouTube #StandWithUkriane #StayStrongUkraine… https://t.co/Og1ocA94Up,SanneLi6
positive,RT @JosMaria1966: @steven_pifer #Europe \nNice and so confident times.\nBeing mistrusted is considered pathological.\n\nWe went back further an…,ElmerWoude
neutral,THE WAR IS NOT OVER\nUKRAINE NEEDS SUPPORT\nUKRAINE NEEDS AMMUNITION\nPLEASE DON'T BE SILENT\n#SaveUkraine… https://t.co/76JQA4HzXx,mango__seed
positive,RT @JosMaria1966: @steven_pifer #Europe \nNice and so confident times.\nBeing mistrusted is considered pathological.\n\nWe went back further an…,LilDivaz1
negative,Absolutely! Anymore with Russia meetings with Russia agreements. Unfortunately we can't trust. After this one meeti… https://t.co/zDqFAqtUG5,JosMaria1966
positive,RT @JosMaria1966: @steven_pifer #Europe \nNice and so confident times.\nBeing mistrusted is considered pathological.\n\nWe went back further an…,amalvama
positive,@steven_pifer #Europe \nNice and so confident times.\nBeing mistrusted is considered pathological.\n\nWe went back furt… https://t.co/gv74s9vKgH,JosMaria1966
neutral,THE WAR IS NOT OVER\nUKRAINE NEEDS SUPPORT\nUKRAINE NEEDS AMMUNITION\nPLEASE DON'T BE SILENT\n#SaveUkraine… https://t.co/jJLe4svMWa,mango__seed
neutral,🙏🏻✌🏼☮️🕊👼❤️🇺🇦🇪🇺🌎 Ghosts of Kyiv | A song for Ukraine https://t.co/Nwy6Zje39F via @YouTube #StandWithUkriane… https://t.co/N90HoGtneH,SanneLi6
neutral,🙏🏻✌🏼☮️🕊👼❤️🇺🇦🇪🇺🌎 Ukrainian Now https://t.co/XZT9IYEfzv via @YouTube #StandWithUkriane #StayStrongUkraine… https://t.co/rC9xyPRIEP,SanneLi6
neutral,THE WAR IS NOT OVER\nUKRAINE NEEDS SUPPORT\nUKRAINE NEEDS AMMUNITION\nPLEASE DON'T BE SILENT\n#SaveUkraine… https://t.co/RDHlFecDRD,mango__seed
neutral,@JkmMikke #SaveUkraineNow\n@KONFEDERACJA_\n Dlaczego po raz kolejny socjalista JKM nic nie pisze o największym polski… https://t.co/quS87SrO2z,GallowayGalleg1
positive,"RT @gppwebcomic: COMIC: Mexico, sitting on a fence dividing two mined fields.\nhttps://t.co/g2vDBKBnXu\n\n#SaveUkraineNow #AMLOBurlaMundial  #…",dfdfleming
positive,"COMIC: Mexico, sitting on a fence dividing two mined fields.\nhttps://t.co/g2vDBKBnXu\n\n#SaveUkraineNow… https://t.co/gEcGKJHldd",gppwebcomic
neutral,#StopPutinNOW #StopRussianAggression #StandingWithUkraine #StandUpForUkraine #HelpUkraineNOW #SaveUkraineNOW… https://t.co/LLgEoRtlCm,JosMaria1966
neutral,🙏🏻✌🏼☮️🕊👼❤️🇺🇦🇪🇺🌎 Jon Bon Jovi Performs for 🇺🇦 and Calls... https://t.co/TiqtjvmzNP via @YouTube #StandWithUkriane… https://t.co/ERlSruu65u,SanneLi6
neutral,THE WAR IS NOT OVER\nUKRAINE NEEDS SUPPORT\nUKRAINE NEEDS AMMUNITION\nPLEASE DON'T BE SILENT\n#SaveUkraine… https://t.co/PGDtvf679v,mango__seed
neutral,@JkmMikke #SaveUkraineNow\n@KONFEDERACJA_\nJest wolność i może pan pisać dzięki USA na twitterze dowolne podłe bzdury… https://t.co/2rQUbg2ATA,GallowayGalleg1
neutral,RT @kaeru_eruta: 今こそ緊急にウクライナ東部で！南部で必要です！頑張れウクライナ軍！\n#ArmUkraineNow #SaveUkraineNow🇺🇦 https://t.co/bef1LpGwWo,symphony333
neutral,This. I hope they get the trophy back someday. What a #Gift. #SlavaUkraïni #SaveUkraineNOW #ArmUkraineNow https://t.co/b0mQ7KSCuE,PageFlipped
neutral,RT @BAKUON_LESPAUL: #ArmUkraineNow \n#SaveUkraineNow https://t.co/q1HFPUIql9,kaz2740
neutral,#ArmUkraineNow \n#SaveUkraineNow https://t.co/q1HFPUIql9,BAKUON_LESPAUL
neutral,@StankoNastya @oUqXP4RXQRmPtlw RIP 😢 Ukrainian Hero 🇺🇦 #RussiaWarCrimes #UkraineWar #UkraineUnderAttack… https://t.co/r9kftoHcQG,chadas1979
positive,Kyiv Day will be celebrated on May 29 in Ukraine 🇺🇦. This year marks the 1540th anniversary of the capital of Ukrai… https://t.co/BgyUzNXKVm,HerminioCerq
positive,RT @SaveUkraineNow2: Kyiv Day will be celebrated on May 29 in Ukraine 🇺🇦. This year marks the 1540th anniversary of the capital of Ukraine.…,WhySuzanne
positive,Kyiv Day will be celebrated on May 29 in Ukraine 🇺🇦. This year marks the 1540th anniversary of the capital of Ukrai… https://t.co/SxMojKBZkC,SaveUkraineNow2
neutral,"RT @immorta83072852: I, A CITIZEN OF UKRAINE!\nI, ASK THE NATO ALLIANCE, THE WEST TO IMMEDIATELY CLOSE THE AIRSPACE OF UKRAINE FROM RUSSIAN…",GouldPedrito
neutral,RT @kaeru_eruta: 今こそ緊急にウクライナ東部で！南部で必要です！頑張れウクライナ軍！\n#ArmUkraineNow #SaveUkraineNow🇺🇦 https://t.co/bef1LpGwWo,penitentia1
neutral,THE WAR IS NOT OVER\nUKRAINE NEEDS SUPPORT\nUKRAINE NEEDS AMMUNITION\nPLEASE DON'T BE SILENT\n#SaveUkraine… https://t.co/DmpkunYmGK,mango__seed
positive,Kyiv Day will be celebrated on May 29 in Ukraine 🇺🇦. This year marks the 1540th anniversary of the capital of Ukrai… https://t.co/JlVxr4txDQ,ol_zakharchenko
neutral,@bentebecker @thierrybaudet @StephanvBaarle @F_azarkan @MustafaAmhaouch @FleurAgemaPVV @Hilde_PM boycott russian bl… https://t.co/0XLg7q8QQO,vika_from_kh
neutral,"RT @immorta83072852: I, A CITIZEN OF UKRAINE!\nI, ASK THE NATO ALLIANCE, THE WEST TO IMMEDIATELY CLOSE THE AIRSPACE OF UKRAINE FROM RUSSIAN…",liora_avital
neutral,🙏🏻✌🏼☮️🕊👼❤️🇺🇦🇪🇺🌎 Frieden für die 🇺🇦... https://t.co/hipD6u4gRp via @YouTube #StandWithUkriane #StayStrongUkraine… https://t.co/YqeYgZFhBc,SanneLi6
neutral,@informator_news @oUqXP4RXQRmPtlw RIP 😢 Ukrainian Hero 🇺🇦 #RussiaWarCrimes #UkraineWar #UkraineUnderAttack… https://t.co/aYmai5ScLm,chadas1979
neutral,@StephenKing save us #StopPutinNow #putinkiller #ArmUkraineNow #saveukrainenow https://t.co/JC3ZCLPUOi,PravdaCista
neutral,@YourAnonNews save us #StopPutinNow #putinkiller #ArmUkraineNow #saveukrainenow https://t.co/YXrz97Ej08,PravdaCista
neutral,@CNN save us #StopPutinNow #putinkiller #ArmUkraineNow #saveukrainenow https://t.co/lGEzxufV53,PravdaCista
neutral,@Reuters save us #StopPutinNow #putinkiller #ArmUkraineNow #saveukrainenow https://t.co/AoD4y1kGOe,PravdaCista
neutral,@EmmanuelMacron #StopPutinNow #putinkiller #ArmUkraineNow #saveukrainenow https://t.co/O582rY5Eig,PravdaCista
neutral,@EmmanuelMacron #StopPutinNow #putinkiller #ArmUkraineNow #saveukrainenow https://t.co/7AiVkI60us,PravdaCista
neutral,RT @kaeru_eruta: 今こそ緊急にウクライナ東部で！南部で必要です！頑張れウクライナ軍！\n#ArmUkraineNow #SaveUkraineNow🇺🇦 https://t.co/bef1LpGwWo,asahimae
neutral,@_A_Vit_ #RussiaWarCrimes #UkraineWar #terrorussia #SaveUkraineNow #BoycottRussia,chadas1979
neutral,"@JkmMikke #SaveUkraineNow\n5,1% poparcia ma @KONFEDERACJA_\n w najnowszym sondażu wyborczym.\n\nZnakomita robota panie… https://t.co/qMKaw4VD3U",GallowayGalleg1
neutral,@nickreeves9876 #SaveUkraineNow #ArmUkraineNow #UkraineUnderAttaсk #UkraineNeedWeaponstThisMinute,pipp100
neutral,"RT @slaezy007: The Russian Soldiers, abandon their Tanks and return to Russia. 👏\nGo home lads.\n#UkraineWar #Ucrania #SaveUkraineNow #Sumy h…",LONGJOHN_HM
positive,This child could be your own son. The genocide in Ukraine by russian fascists and the torture of the #StolenMillion… https://t.co/CUK8YJYZSt,wendy_dyers
neutral,"Things are happening as Hitler with its imperialism. For #Europe interests Nazi imperialism got advance, even with… https://t.co/2ROP8Q1MjE",JosMaria1966
neutral,"RT @u24_news: In the village of Dikanka in #Poltava region, local women and refugees created the \Tree of Unity\"" by decorating the trunk wi…""",RoyaleVision
neutral,"RT @u24_news: In the village of Dikanka in #Poltava region, local women and refugees created the \Tree of Unity\"" by decorating the trunk wi…""",InformationMaps
neutral,"RT @u24_news: In the village of Dikanka in #Poltava region, local women and refugees created the \Tree of Unity\"" by decorating the trunk wi…""",roomonthe7floor
neutral,"RT @u24_news: In the village of Dikanka in #Poltava region, local women and refugees created the \Tree of Unity\"" by decorating the trunk wi…""",EricFincher
neutral,"In the village of Dikanka in #Poltava region, local women and refugees created the \Tree of Unity\"" by decorating th… https://t.co/mg9pc2p4Rb""",u24_news
neutral,RT @ADT61527990: #SaveUkraineNow\n#StopGenocideNow\n#StandUpForUkraine \n#StandWithUkraine,Z6N8t5nNIk6IRaj
neutral,#SaveUkraineNow\n#StopGenocideNow\n#StandUpForUkraine \n#StandWithUkraine https://t.co/qgKpxZByws,ADT61527990
positive,🌟🌟🌟🌟🌟 Great Interview\n\nSonny bill williams : What I Love About ISLAM ?\n\nhttps://t.co/mSl2uxA6fW\n\n#NoFlyZone… https://t.co/58XVSuEgVb,i_bo_rajab1403
neutral,@nexta_tv RIP 😢 Ukrainian Heros 🇺🇦 😢 #RussiaWarCrimes #UkraineWar #UkraineUnderAttack #BoycottRussia #terrorussia #SaveUkraineNow,chadas1979
neutral,"@JkmMikke #SaveUkraineNow\nI tym pana pomysłem jest narodowy liberalizm?😂\n\n@SlawomirMentzen pisał na twitterze, że p… https://t.co/DmCb2YXM9X",GallowayGalleg1
neutral,🙏🏻✌🏼☮️🕊👼❤️🇺🇦🇪🇺🌎 Thousands of Estonians Sing… to Support 🇺🇦 https://t.co/hel1m5L4TE via @YouTube #StandWithUkriane… https://t.co/p7kQWTKwuc,SanneLi6
neutral,THE WAR IS NOT OVER\nUKRAINE NEEDS SUPPORT\nUKRAINE NEEDS AMMUNITION\nPLEASE DON'T BE SILENT\n#SaveUkraine… https://t.co/uAon1fnpLs,mango__seed
